I0,I1,I2,I3,I4,I5
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2033.015625,2932.000000,11.779467
0.000000,0.000000,42.754456,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2032.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2933.000000,11.779467
0.000000,0.000000,-42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2037.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2037.000000,2933.000000,11.810717
0.000000,0.000000,42.879456,2033.000000,5864.000000,11.779467
0.000000,0.000000,-42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2032.015625,-2933.000000,11.779467
0.000000,0.000000,42.754456,-2034.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2032.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2032.000000,2933.000000,11.779467
0.000000,0.000000,42.754456,2034.000000,-2933.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.810717
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,85.508911,2033.000000,2931.000000,11.779467
0.000000,0.000000,42.754456,2032.000000,2933.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2032.000000,2933.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2032.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2034.000000,5864.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2931.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,-2933.000000,11.779467
0.000000,0.000000,42.754456,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2032.000000,2933.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.754456,2034.000000,2933.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2934.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2931.000000,11.779467
0.000000,0.000000,42.754456,2033.015625,2932.000000,11.779467
0.000000,0.000000,42.754456,2034.015625,2932.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.754456,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.754456,2034.000000,2933.000000,11.779467
0.000000,0.000000,42.754456,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2940.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.732269,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.015625,2931.000000,11.810717
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2940.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2930.000000,11.779467
0.000000,0.000000,42.731781,2032.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,23.558933
0.000000,0.000000,42.731781,2033.000000,2940.000000,11.779467
0.000000,0.000000,42.731781,2032.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2940.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2035.000000,2932.000000,23.558933
0.000000,0.000000,42.731781,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2934.000000,23.558933
0.000000,0.000000,42.731781,2034.000000,2931.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,-2933.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,-42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2032.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,-2032.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2038.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2934.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,-2932.000000,11.779467
0.000000,0.000000,-42.731781,2034.000000,2932.000000,23.558933
0.000000,0.000000,42.731781,2032.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,-2940.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2934.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.810717
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2933.000000,23.558933
0.000000,0.000000,42.731781,2032.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,-2033.000000,2931.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,-2033.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2933.000000,23.558933
0.000000,0.000000,-42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2934.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,23.558933
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2032.000000,2941.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,85.463562,2033.000000,5864.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.732269,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.015625,2932.000000,11.779467
0.000000,0.000000,42.731781,2032.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,-2034.000000,2940.000000,11.779467
0.000000,0.000000,42.731781,2032.000000,5866.062500,11.779467
0.000000,0.000000,42.731781,2034.000000,5864.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2941.000000,11.779467
0.000000,0.000000,85.463562,2034.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.810717
0.000000,0.000000,42.731781,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2036.000000,2934.000000,11.779467
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2033.015625,2932.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2931.000000,11.783407
0.000000,0.000000,42.754456,2038.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2933.000000,-11.783407
0.000000,0.000000,42.754456,2033.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2934.000000,-11.783407
0.000000,0.000000,42.754456,2033.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2032.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2038.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,5866.000000,11.783407
0.000000,0.000000,42.754456,2033.015625,2933.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2931.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,5862.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,-2034.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2038.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.783407
0.000000,0.000000,85.508911,2034.000000,2932.000000,-11.783407
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,-2033.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2932.000000,-11.783407
0.000000,0.000000,-42.754456,2033.000000,2932.000000,11.783407
0.000000,0.000000,-42.754456,2034.000000,-2933.000000,11.783407
0.000000,0.000000,42.754456,-2034.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2932.000000,23.566814
0.000000,0.000000,42.754456,2033.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2931.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2932.000000,11.783407
0.000000,0.000000,-42.754456,2034.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2934.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2932.031250,11.783407
0.000000,0.000000,42.754456,2034.000000,2931.000000,11.783407
0.000000,0.000000,42.754456,2037.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2931.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2933.000000,11.783407
0.000000,0.000000,-42.754456,2034.000000,2930.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,-2933.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2930.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2932.000000,23.566814
0.000000,0.000000,42.754456,2034.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2930.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.783407
0.000000,0.000000,85.508911,2033.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2934.000000,23.566814
0.000000,0.000000,42.754456,2034.000000,2932.000000,23.566814
0.000000,0.000000,42.754456,2033.000000,2931.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2932.000000,11.783407
0.000000,0.000000,85.508911,2033.000000,2933.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.783407
0.000000,0.000000,42.754456,2034.000000,2941.000000,11.783407
0.000000,0.000000,42.754456,2033.000000,2932.000000,11.783407
0.000000,0.000000,42.731781,2034.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2934.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,-2932.000000,23.558933
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2933.000000,-11.779467
0.000000,0.000000,42.731781,2034.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2931.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,-2033.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2931.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,5864.000000,11.779467
0.000000,0.000000,42.731781,-2033.000000,2933.000000,11.810717
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2931.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2939.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.732269,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.810717
0.000000,0.000000,42.731781,2033.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2933.000000,11.779467
0.000000,0.000000,42.731781,2034.000000,2933.000000,23.558933
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2033.000000,2933.000000,23.558933
0.000000,0.000000,42.731781,2034.000000,2932.000000,11.779467
0.000000,0.000000,42.731781,2034.015625,2932.000000,11.779467
